ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2009	26-MAY-09	KERN	15M25S24E11	ALMOND	RODENT BAIT CHLOROPHACINONE TREATED GRAIN (0.01%)	300	CHLOROPHACINONE	.03	150	A	G
NO	2009	23-MAR-09	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	150	DIPHACINONE	.015	40	A	G
NO	2009	29-APR-09	KERN	15M30S29E36	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	15	DIPHACINONE	.0015	20	A	G
NO	2009	17-SEP-09	KERN	15M25S26E26	GRAPEFRUIT	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	1	DIPHACINONE	.0001	5	A	G
NO	2009	29-AUG-09	KERN	15M27S26E13	GRAPES	P.C.Q. PELLETED RODENT BAIT	10.4	DIPHACINONE	.00104	80	A	G
NO	2009	08-MAY-09	KERN	15M27S27E08	GRAPES	P.C.Q. PELLETED RODENT BAIT	29.9	DIPHACINONE	.00299	130	A	G
NO	2009	29-AUG-09	KERN	15M27S27E07	GRAPES	P.C.Q. PELLETED RODENT BAIT	9.88	DIPHACINONE	.000988	26	A	G
NO	2009	08-MAY-09	KERN	15M27S27E18	GRAPES	P.C.Q. PELLETED RODENT BAIT	25	DIPHACINONE	.0025	50	A	G
NO	2009	08-MAY-09	KERN	15M27S27E07	GRAPES	P.C.Q. PELLETED RODENT BAIT	24.96	DIPHACINONE	.002496	78	A	G
NO	2009	08-MAY-09	KERN	15M27S27E07	GRAPES	P.C.Q. PELLETED RODENT BAIT	29.9	DIPHACINONE	.00299	26	A	G
NO	2009	29-AUG-09	KERN	15M27S27E08	GRAPES	P.C.Q. PELLETED RODENT BAIT	19.5	DIPHACINONE	.00195	130	A	G
NO	2009	08-MAY-09	KERN	15M27S26E12	GRAPES	P.C.Q. PELLETED RODENT BAIT	50.1	DIPHACINONE	.00501	167	A	G
NO	2009	29-AUG-09	KERN	15M27S26E12	GRAPES	P.C.Q. PELLETED RODENT BAIT	35.07	DIPHACINONE	.003507	167	A	G
